LOCUS_TAG,p_vals,GENE
KP0228_00801,0.011550285463328924,galF CDS
KP0228_00890,0.011550285463328924,uxuA 1 CDS
KP0228_00906,0.011550285463328924,nylB CDS
KP0228_01223,0.011550285463328924,Acetyltransferase Pat CDS
KP0228_02541,0.011550285463328924,gyrB CDS
KP0228_02737,0.011550285463328924,ynjE CDS
KP0228_03254,0.011550285463328924,metN2 CDS
KP0228_03266,0.011550285463328924,xanP 2 CDS
KP0228_03326,0.011550285463328924,pgtP CDS
KP0228_03355,0.011550285463328924,ydaF 1 CDS
KP0228_03372,0.011550285463328924,ywrD CDS
KP0228_03426,0.011550285463328924,ptrA 2 CDS
KP0228_03432,0.011550285463328924,katG CDS
KP0228_03441,0.011550285463328924,hypothetical protein CDS
KP0228_00009,0.025516029863855927,yghA CDS
KP0228_00058,0.025516029863855927,scrY 1 CDS
KP0228_00108,0.025516029863855927,tehA CDS
KP0228_00121,0.025516029863855927,cybB CDS
KP0228_00126,0.025516029863855927,Aminodeoxyfutalosine deaminase CDS
KP0228_00137,0.025516029863855927,nth CDS
KP0228_00159,0.025516029863855927,grxD CDS
KP0228_00205,0.025516029863855927,amnD 1 CDS
KP0228_00224,0.025516029863855927,budC CDS
KP0228_00229,0.025516029863855927,hypothetical protein CDS
KP0228_00230,0.025516029863855927,phoP 1 CDS
KP0228_00234,0.025516029863855927,hypothetical protein CDS
KP0228_00247,0.025516029863855927,Gluconate 2-dehydrogenase flavoprotein CDS
KP0228_00252,0.025516029863855927,hypothetical protein CDS
KP0228_00280,0.025516029863855927,mhpT CDS
KP0228_00290,0.025516029863855927,putative ABC transporter ATP-binding protein CDS
KP0228_00299,0.025516029863855927,ynhG CDS
KP0228_00300,0.025516029863855927,sufE CDS
KP0228_00304,0.025516029863855927,sufB CDS
KP0228_00310,0.025516029863855927,cnrA CDS
KP0228_00317,0.025516029863855927,fecE 1 CDS
KP0228_00320,0.025516029863855927,hypothetical protein CDS
KP0228_00327,0.025516029863855927,ppsA CDS
KP0228_00360,0.025516029863855927,oppF 2 CDS
KP0228_00390,0.025516029863855927,nrtA CDS
KP0228_00398,0.025516029863855927,hypothetical protein CDS
KP0228_00450,0.025516029863855927,kgtP 1 CDS
KP0228_00463,0.025516029863855927,tdcB CDS
KP0228_00472,0.025516029863855927,treA CDS
KP0228_00481,0.025516029863855927,nhaB CDS
KP0228_00490,0.025516029863855927,rnd CDS
KP0228_00494,0.025516029863855927,dinG 1 CDS
KP0228_00495,0.025516029863855927,yabJ CDS
KP0228_00496,0.025516029863855927,hypothetical protein CDS
KP0228_00497,0.025516029863855927,pabB CDS
KP0228_00498,0.025516029863855927,nudL CDS
KP0228_00500,0.025516029863855927,adrB 1 CDS
KP0228_00502,0.025516029863855927,manX 1 CDS
KP0228_00505,0.025516029863855927,hypothetical protein CDS
KP0228_00513,0.025516029863855927,ribZ 1 CDS
KP0228_00515,0.025516029863855927,prc CDS
KP0228_00563,0.025516029863855927,otsB CDS
KP0228_00566,0.025516029863855927,araF CDS
KP0228_00582,0.025516029863855927,uvrY CDS
KP0228_00589,0.025516029863855927,amyA CDS
KP0228_00590,0.025516029863855927,hypothetical protein CDS
KP0228_00595,0.025516029863855927,yedI CDS
KP0228_00603,0.025516029863855927,mtfA CDS
KP0228_00651,0.025516029863855927,angR CDS
KP0228_00652,0.025516029863855927,ppsE 1 CDS
KP0228_00656,0.025516029863855927,fyuA CDS
KP0228_00730,0.025516029863855927,hypothetical protein CDS
KP0228_00733,0.025516029863855927,yeaP 1 CDS
KP0228_00759,0.025516029863855927,hypothetical protein CDS
KP0228_00760,0.025516029863855927,plaP CDS
KP0228_00761,0.025516029863855927,yhaJ 1 CDS
KP0228_00764,0.025516029863855927,hisD CDS
KP0228_00766,0.025516029863855927,hisB CDS
KP0228_00768,0.025516029863855927,hisA CDS
KP0228_00769,0.025516029863855927,hisF CDS
KP0228_00787,0.025516029863855927,ugd CDS
KP0228_00817,0.025516029863855927,baeS CDS
KP0228_00818,0.025516029863855927,baeR CDS
KP0228_00838,0.025516029863855927,thiM CDS
KP0228_00847,0.025516029863855927,metG CDS
KP0228_00885,0.025516029863855927,lacC 1 CDS
KP0228_00902,0.025516029863855927,rsuA CDS
KP0228_00911,0.025516029863855927,yejM CDS
KP0228_00916,0.025516029863855927,dauA 2 CDS
KP0228_00922,0.025516029863855927,ompC CDS
KP0228_00923,0.025516029863855927,rcsD CDS
KP0228_00925,0.025516029863855927,rcsC CDS
KP0228_00931,0.025516029863855927,glpQ 1 CDS
KP0228_00933,0.025516029863855927,glpA CDS
KP0228_00935,0.025516029863855927,glpC CDS
KP0228_00936,0.025516029863855927,rhmA CDS
KP0228_00946,0.025516029863855927,menC CDS
KP0228_00954,0.025516029863855927,nuoM CDS
KP0228_00976,0.025516029863855927,yfcE CDS
KP0228_00983,0.025516029863855927,hisM CDS
KP0228_00985,0.025516029863855927,hisJ 1 CDS
KP0228_00991,0.025516029863855927,folC CDS
KP0228_01000,0.025516029863855927,mnmC 2 CDS
KP0228_01001,0.025516029863855927,hypothetical protein CDS
KP0228_01012,0.025516029863855927,fadL CDS
KP0228_01016,0.025516029863855927,hypothetical protein CDS
KP0228_01018,0.025516029863855927,cynR 4 CDS
KP0228_01060,0.025516029863855927,yfeX CDS
KP0228_01076,0.025516029863855927,eutN CDS
KP0228_01094,0.025516029863855927,tmcA CDS
KP0228_01118,0.025516029863855927,chuR 1 CDS
KP0228_01119,0.025516029863855927,betC CDS
KP0228_01204,0.025516029863855927,Outer membrane protein Omp38 CDS
KP0228_01206,0.025516029863855927,hypothetical protein CDS
KP0228_01227,0.025516029863855927,ung CDS
KP0228_01234,0.025516029863855927,rseB CDS
KP0228_01249,0.025516029863855927,purL CDS
KP0228_01255,0.025516029863855927,glyA1 CDS
KP0228_01259,0.025516029863855927,xylE 1 CDS
KP0228_01260,0.025516029863855927,hypothetical protein CDS
KP0228_01262,0.025516029863855927,hypothetical protein CDS
KP0228_01266,0.025516029863855927,suhB 1 CDS
KP0228_01272,0.025516029863855927,hscB CDS
KP0228_01275,0.025516029863855927,hypothetical protein CDS
KP0228_01335,0.025516029863855927,hypothetical protein CDS
KP0228_01336,0.025516029863855927,rob 2 CDS
KP0228_01339,0.025516029863855927,nsrR 1 CDS
KP0228_01353,0.025516029863855927,yadV 1 CDS
KP0228_01354,0.025516029863855927,fimD 1 CDS
KP0228_01355,0.025516029863855927,hypothetical protein CDS
KP0228_01357,0.025516029863855927,fimD 2 CDS
KP0228_01362,0.025516029863855927,dmlR 5 CDS
KP0228_01371,0.025516029863855927,hypothetical protein CDS
KP0228_01390,0.025516029863855927,yqaA CDS
KP0228_01399,0.025516029863855927,alaS CDS
KP0228_01414,0.025516029863855927,gutQ CDS
KP0228_01432,0.025516029863855927,hyfA 2 CDS
KP0228_01454,0.025516029863855927,tsaR 2 CDS
KP0228_01455,0.025516029863855927,hypothetical protein CDS
KP0228_01461,0.025516029863855927,hmuU 2 CDS
KP0228_01465,0.025516029863855927,mutS CDS
KP0228_01487,0.025516029863855927,ywaD CDS
KP0228_01493,0.025516029863855927,lgrD CDS
KP0228_01500,0.025516029863855927,garK 1 CDS
KP0228_01523,0.025516029863855927,fucO CDS
KP0228_01525,0.025516029863855927,fucP 1 CDS
KP0228_01526,0.025516029863855927,fucI CDS
KP0228_01537,0.025516029863855927,mltA CDS
KP0228_01544,0.025516029863855927,cbiO CDS
KP0228_01565,0.025516029863855927,pduD 1 CDS
KP0228_01577,0.025516029863855927,rnfC CDS
KP0228_01616,0.025516029863855927,araQ CDS
KP0228_01619,0.025516029863855927,hypothetical protein CDS
KP0228_01629,0.025516029863855927,gltC 2 CDS
KP0228_01635,0.025516029863855927,hypothetical protein CDS
KP0228_01637,0.025516029863855927,yhjH 1 CDS
KP0228_01638,0.025516029863855927,hypothetical protein CDS
KP0228_01639,0.025516029863855927,mrkD 1 CDS
KP0228_01642,0.025516029863855927,hypothetical protein CDS
KP0228_01648,0.025516029863855927,xerD 1 CDS
KP0228_01679,0.025516029863855927,nlpD 2 CDS
KP0228_01693,0.025516029863855927,bglA 2 CDS
KP0228_01695,0.025516029863855927,dsbD 1 CDS
KP0228_01697,0.025516029863855927,stoA CDS
KP0228_01699,0.025516029863855927,gcvP CDS
KP0228_01713,0.025516029863855927,mscS CDS
KP0228_01826,0.025516029863855927,cbs CDS
KP0228_01827,0.025516029863855927,metC 1 CDS
KP0228_01853,0.025516029863855927,parC CDS
KP0228_01881,0.025516029863855927,ureD CDS
KP0228_01901,0.025516029863855927,hdeB 2 CDS
KP0228_01903,0.025516029863855927,ddrA 2 CDS
KP0228_01916,0.025516029863855927,dhaK 2 CDS
KP0228_01922,0.025516029863855927,lsrB 1 CDS
KP0228_01926,0.025516029863855927,lsrR 2 CDS
KP0228_01928,0.025516029863855927,fadH CDS
KP0228_01939,0.025516029863855927,exuT 1 CDS
KP0228_01945,0.025516029863855927,yqjE CDS
KP0228_01986,0.025516029863855927,yhbU CDS
KP0228_01988,0.025516029863855927,limB 2 CDS
KP0228_01994,0.025516029863855927,truB CDS
KP0228_01996,0.025516029863855927,infB CDS
KP0228_02031,0.025516029863855927,lptB 1 CDS
KP0228_02062,0.025516029863855927,aaeX CDS
KP0228_02129,0.025516029863855927,rplQ CDS
KP0228_02173,0.025516029863855927,hypothetical protein CDS
KP0228_02180,0.025516029863855927,pabA CDS
KP0228_02191,0.025516029863855927,gph CDS
KP0228_02203,0.025516029863855927,igaA CDS
KP0228_02208,0.025516029863855927,envZ 1 CDS
KP0228_02209,0.025516029863855927,ompR 1 CDS
KP0228_02229,0.025516029863855927,malP 2 CDS
KP0228_02262,0.025516029863855927,ftsX CDS
KP0228_02306,0.025516029863855927,dmlR 9 CDS
KP0228_02309,0.025516029863855927,hypothetical protein CDS
KP0228_02322,0.025516029863855927,hypothetical protein CDS
KP0228_02326,0.025516029863855927,bcsB 2 CDS
KP0228_02343,0.025516029863855927,yjaB 1 CDS
KP0228_02353,0.025516029863855927,hypothetical protein CDS
KP0228_02366,0.025516029863855927,xylF CDS
KP0228_02374,0.025516029863855927,selB CDS
KP0228_02405,0.025516029863855927,hypothetical protein CDS
KP0228_02409,0.025516029863855927,epsJ 2 CDS
KP0228_02422,0.025516029863855927,ybhR 1 CDS
KP0228_02429,0.025516029863855927,clcA 1 CDS
KP0228_02436,0.025516029863855927,recG CDS
KP0228_02438,0.025516029863855927,fpr CDS
KP0228_02442,0.025516029863855927,hypothetical protein CDS
KP0228_02450,0.025516029863855927,hypothetical protein CDS
KP0228_02453,0.025516029863855927,glvR 2 CDS
KP0228_02458,0.025516029863855927,Zinc-type alcohol dehydrogenase-like protein CDS
KP0228_02463,0.025516029863855927,hypothetical protein CDS
KP0228_02472,0.025516029863855927,bmr3 CDS
KP0228_02481,0.025516029863855927,yicL CDS
KP0228_02501,0.025516029863855927,phnW CDS
KP0228_02517,0.025516029863855927,emrD CDS
KP0228_02524,0.025516029863855927,aglB CDS
KP0228_02527,0.025516029863855927,aspT 1 CDS
KP0228_02533,0.025516029863855927,dgoT 2 CDS
KP0228_02566,0.025516029863855927,atpD CDS
KP0228_02600,0.025516029863855927,polA CDS
KP0228_02601,0.025516029863855927,engB CDS
KP0228_02619,0.025516029863855927,fdoG 1 CDS
KP0228_02631,0.025516029863855927,hypothetical protein CDS
KP0228_02635,0.025516029863855927,lacY 2 CDS
KP0228_02641,0.025516029863855927,lsrB 2 CDS
KP0228_02659,0.025516029863855927,ftsN CDS
KP0228_02666,0.025516029863855927,hypothetical protein CDS
KP0228_02668,0.025516029863855927,hypothetical protein CDS
KP0228_02674,0.025516029863855927,fsaB CDS
KP0228_02685,0.025516029863855927,yijD CDS
KP0228_02719,0.025516029863855927,fbaA 3 CDS
KP0228_02739,0.025516029863855927,ynjC CDS
KP0228_02740,0.025516029863855927,hypothetical protein CDS
KP0228_02745,0.025516029863855927,astC 1 CDS
KP0228_02747,0.025516029863855927,astD 1 CDS
KP0228_02770,0.025516029863855927,hypothetical protein CDS
KP0228_02881,0.025516029863855927,hypothetical protein CDS
KP0228_02887,0.025516029863855927,yedK 1 CDS
KP0228_02890,0.025516029863855927,yhfK CDS
KP0228_03013,0.025516029863855927,hypothetical protein CDS
KP0228_03031,0.025516029863855927,glpR 4 CDS
KP0228_03050,0.025516029863855927,maoA CDS
KP0228_03053,0.025516029863855927,paaB CDS
KP0228_03062,0.025516029863855927,paaK CDS
KP0228_03078,0.025516029863855927,astD 2 CDS
KP0228_03080,0.025516029863855927,astE 2 CDS
KP0228_03081,0.025516029863855927,cycA 1 CDS
KP0228_03084,0.025516029863855927,aldA CDS
KP0228_03089,0.025516029863855927,hypothetical protein CDS
KP0228_03097,0.025516029863855927,hypothetical protein CDS
KP0228_03115,0.025516029863855927,hypothetical protein CDS
KP0228_03124,0.025516029863855927,pcaJ CDS
KP0228_03137,0.025516029863855927,murQ 2 CDS
KP0228_03141,0.025516029863855927,mdcG CDS
KP0228_03142,0.025516029863855927,hypothetical protein CDS
KP0228_03147,0.025516029863855927,madA CDS
KP0228_03154,0.025516029863855927,hypothetical protein CDS
KP0228_03157,0.025516029863855927,hcaR 2 CDS
KP0228_03193,0.025516029863855927,Hgd 1 CDS
KP0228_03195,0.025516029863855927,bla 1 CDS
KP0228_03229,0.025516029863855927,glcR 3 CDS
KP0228_03230,0.025516029863855927,ldhA 2 CDS
KP0228_03241,0.025516029863855927,hypothetical protein CDS
KP0228_03271,0.025516029863855927,hypothetical protein CDS
KP0228_03304,0.025516029863855927,alsE 1 CDS
KP0228_03419,0.025516029863855927,ompR 2 CDS
KP0228_03428,0.025516029863855927,mrdA 1 CDS
KP0228_03458,0.025516029863855927,htrE 2 CDS
KP0228_03460,0.025516029863855927,hypothetical protein CDS
KP0228_03466,0.025516029863855927,dtpC CDS
KP0228_03473,0.025516029863855927,rbsB 3 CDS
KP0228_03487,0.025516029863855927,hmuU 3 CDS
KP0228_03503,0.025516029863855927,betT CDS
KP0228_03515,0.025516029863855927,sorC 1 CDS
KP0228_03518,0.025516029863855927,entD CDS
KP0228_03531,0.025516029863855927,entA CDS
KP0228_03605,0.025516029863855927,miaB CDS
KP0228_03622,0.025516029863855927,chiP CDS
KP0228_03640,0.025516029863855927,kipI CDS
KP0228_03647,0.025516029863855927,gltA 2 CDS
KP0228_03670,0.025516029863855927,NA
KP0228_03696,0.025516029863855927,bluR CDS
KP0228_03700,0.025516029863855927,hypothetical protein CDS
KP0228_03722,0.025516029863855927,moaA CDS
KP0228_03728,0.025516029863855927,ybhN CDS
KP0228_03751,0.025516029863855927,glnQ 6 CDS
KP0228_03760,0.025516029863855927,ybiR CDS
KP0228_03762,0.025516029863855927,gmuR CDS
KP0228_03766,0.025516029863855927,Alpha-xylosidase BoGH31A CDS
KP0228_03775,0.025516029863855927,iaaA CDS
KP0228_03778,0.025516029863855927,gsiC 3 CDS
KP0228_03786,0.025516029863855927,dacC CDS
KP0228_03789,0.025516029863855927,mdfA CDS
KP0228_03896,0.025516029863855927,ycaO CDS
KP0228_03897,0.025516029863855927,hypothetical protein CDS
KP0228_03924,0.025516029863855927,sdaC 2 CDS
KP0228_03931,0.025516029863855927,ssuD CDS
KP0228_03936,0.025516029863855927,xylA 2 CDS
KP0228_03945,0.025516029863855927,ompA CDS
KP0228_03957,0.025516029863855927,yccX CDS
KP0228_03970,0.025516029863855927,dmlR 16 CDS
KP0228_03971,0.025516029863855927,puuB CDS
KP0228_03975,0.025516029863855927,puuA CDS
KP0228_03982,0.025516029863855927,hypothetical protein CDS
KP0228_03997,0.025516029863855927,nupC 2 CDS
KP0228_04001,0.025516029863855927,PhoH-like protein CDS
KP0228_04031,0.025516029863855927,yceM CDS
KP0228_04033,0.025516029863855927,putative transporter CDS
KP0228_04064,0.025516029863855927,mfd CDS
KP0228_04065,0.025516029863855927,lolC CDS
KP0228_04068,0.025516029863855927,nagK CDS
KP0228_04078,0.025516029863855927,roxA 1 CDS
KP0228_04089,0.025516029863855927,cmtR CDS
KP0228_04119,0.025516029863855927,nimR 5 CDS
KP0228_04150,0.025516029863855927,rbbA CDS
KP0228_04158,0.025516029863855927,syrM1 CDS
KP0228_04206,0.025516029863855927,lgoR CDS
KP0228_04212,0.025516029863855927,agaC CDS
KP0228_04252,0.025516029863855927,radA CDS
KP0228_04253,0.025516029863855927,nadR CDS
KP0228_04262,0.025516029863855927,creC CDS
KP0228_04266,0.025516029863855927,thrA CDS
KP0228_04289,0.025516029863855927,yhaI CDS
KP0228_04290,0.025516029863855927,dmlR 20 CDS
KP0228_04298,0.025516029863855927,citC CDS
KP0228_04315,0.025516029863855927,lptD CDS
KP0228_04367,0.025516029863855927,mutT CDS
KP0228_04435,0.025516029863855927,fhuB CDS
KP0228_04437,0.025516029863855927,clcA 2 CDS
KP0228_04440,0.025516029863855927,btuF 2 CDS
KP0228_04447,0.025516029863855927,glnD CDS
KP0228_04498,0.025516029863855927,NA
KP0228_04507,0.025516029863855927,nqrB CDS
KP0228_04508,0.025516029863855927,nqrC CDS
KP0228_04523,0.025516029863855927,gabD 2 CDS
KP0228_04539,0.025516029863855927,acoA CDS
KP0228_04578,0.025516029863855927,livH 5 CDS
KP0228_04587,0.025516029863855927,tauB CDS
KP0228_04594,0.025516029863855927,sbmA CDS
KP0228_04614,0.025516029863855927,sbcD CDS
KP0228_04626,0.025516029863855927,yihV CDS
KP0228_04632,0.025516029863855927,queA CDS
KP0228_04648,0.025516029863855927,dxs 3 CDS
KP0228_04676,0.025516029863855927,clpX CDS
KP0228_04697,0.025516029863855927,norG 2 CDS
KP0228_04741,0.025516029863855927,cueR CDS
KP0228_04742,0.025516029863855927,ybbJ CDS
KP0228_04754,0.025516029863855927,hypothetical protein CDS
KP0228_04837,0.025516029863855927,ilvE CDS
KP0228_04845,0.025516029863855927,ydfK 2 CDS
KP0228_04847,0.025516029863855927,pcpR 2 CDS
KP0228_04867,0.025516029863855927,NA
KP0228_04899,0.025516029863855927,ubiB CDS
KP0228_04905,0.025516029863855927,ubiD CDS
KP0228_04912,0.025516029863855927,hemG CDS
KP0228_04981,0.025516029863855927,pgi CDS
KP0228_04996,0.025516029863855927,lamB 3 CDS
KP0228_04999,0.025516029863855927,ubiA CDS
KP0228_05018,0.025516029863855927,mltF 2 CDS
KP0228_05031,0.025516029863855927,hypothetical protein CDS
KP0228_05034,0.025516029863855927,soxR CDS
KP0228_05055,0.025516029863855927,hypothetical protein CDS
KP0228_05060,0.025516029863855927,cckA CDS
KP0228_05075,0.025516029863855927,melR CDS
KP0228_05088,0.025516029863855927,pgaB CDS
KP0228_05089,0.025516029863855927,pgaA CDS
KP0228_05116,0.025516029863855927,epmB CDS
KP0228_05137,0.025516029863855927,nnr CDS
KP0228_05139,0.025516029863855927,amiB CDS
KP0228_05143,0.025516029863855927,hflX CDS
KP0228_05164,0.025516029863855927,yajR 2 CDS
KP0228_05169,0.025516029863855927,rplI CDS
KP0228_05174,0.025516029863855927,ytfF CDS
KP0228_05178,0.025516029863855927,cpdB CDS
KP0228_05194,0.025516029863855927,yjfF CDS
KP0228_05205,0.025516029863855927,hypothetical protein CDS
KP0228_05215,0.025516029863855927,nrdD CDS
KP0228_05234,0.025516029863855927,rraB CDS
KP0228_05255,0.025516029863855927,cpdA 2 CDS
KP0228_05284,0.025516029863855927,lamB 4 CDS
KP0228_05299,0.025516029863855927,cusF 1 CDS
KP0228_00005,0.166403162055336,treS CDS
KP0228_00010,0.166403162055336,hypothetical protein CDS
KP0228_00011,0.166403162055336,dmlR 1 CDS
KP0228_00012,0.166403162055336,hypothetical protein CDS
KP0228_00014,0.166403162055336,maeA CDS
KP0228_00015,0.166403162055336,hypothetical protein CDS
KP0228_00016,0.166403162055336,yheS 1 CDS
KP0228_00017,0.166403162055336,hypothetical protein CDS
KP0228_00022,0.166403162055336,ddpC 1 CDS
KP0228_00024,0.166403162055336,luxA CDS
KP0228_00025,0.166403162055336,hypothetical protein CDS
KP0228_00026,0.166403162055336,ydhP 1 CDS
KP0228_00029,0.166403162055336,hypothetical protein CDS
KP0228_00030,0.166403162055336,fdnI CDS
KP0228_00032,0.166403162055336,fdnG 1 CDS
KP0228_00035,0.166403162055336,lvr CDS
KP0228_00037,0.166403162055336,cbdB CDS
KP0228_00038,0.166403162055336,cbdA 1 CDS
KP0228_00039,0.166403162055336,catA CDS
KP0228_00041,0.166403162055336,catB CDS
KP0228_00042,0.166403162055336,pcaR 1 CDS
KP0228_00043,0.166403162055336,smvA CDS
KP0228_00044,0.166403162055336,hypothetical protein CDS
KP0228_00047,0.166403162055336,narY CDS
KP0228_00049,0.166403162055336,narV CDS
KP0228_00051,0.166403162055336,cysW 1 CDS
KP0228_00053,0.166403162055336,malK 1 CDS
KP0228_00055,0.166403162055336,rhaS 1 CDS
KP0228_00057,0.166403162055336,yicJ 1 CDS
KP0228_00060,0.166403162055336,gstB 1 CDS
KP0228_00061,0.166403162055336,fliY 1 CDS
KP0228_00062,0.166403162055336,glnQ 1 CDS
KP0228_00066,0.166403162055336,moxC CDS
KP0228_00067,0.166403162055336,yxeP 1 CDS
KP0228_00069,0.166403162055336,aroK 1 CDS
KP0228_00070,0.166403162055336,pgrR 1 CDS
KP0228_00072,0.166403162055336,ygdR 1 CDS
KP0228_00075,0.166403162055336,nfdA 1 CDS
KP0228_00078,0.166403162055336,curA CDS
KP0228_00081,0.166403162055336,ydcZ CDS
KP0228_00082,0.166403162055336,hypothetical protein CDS
KP0228_00085,0.166403162055336,dhmA2 CDS
KP0228_00089,0.166403162055336,prr CDS
KP0228_00090,0.166403162055336,ydcV 1 CDS
KP0228_00091,0.166403162055336,ydcU CDS
KP0228_00098,0.166403162055336,hypothetical protein CDS
KP0228_00099,0.166403162055336,hypothetical protein CDS
KP0228_00103,0.166403162055336,ydcO CDS
KP0228_00105,0.166403162055336,hypothetical protein CDS
KP0228_00106,0.166403162055336,hypothetical protein CDS
KP0228_00109,0.166403162055336,glgC 1 CDS
KP0228_00110,0.166403162055336,rimL CDS
KP0228_00111,0.166403162055336,mdoD CDS
KP0228_00112,0.166403162055336,xylB 1 CDS
KP0228_00113,0.166403162055336,pnbA CDS
KP0228_00114,0.166403162055336,hypothetical protein CDS
KP0228_00116,0.166403162055336,pcaG CDS
KP0228_00118,0.166403162055336,quiA CDS
KP0228_00122,0.166403162055336,hypothetical protein CDS
KP0228_00125,0.166403162055336,putative transporter CDS
KP0228_00127,0.166403162055336,iolW 1 CDS
KP0228_00133,0.166403162055336,rsxC CDS
KP0228_00136,0.166403162055336,rsxE CDS
KP0228_00138,0.166403162055336,hypothetical protein CDS
KP0228_00140,0.166403162055336,gstA CDS
KP0228_00145,0.166403162055336,anmK CDS
KP0228_00147,0.166403162055336,ycdT 1 CDS
KP0228_00149,0.166403162055336,hypothetical protein CDS
KP0228_00151,0.166403162055336,aaeB 1 CDS
KP0228_00152,0.166403162055336,sodC CDS
KP0228_00153,0.166403162055336,ydhF CDS
KP0228_00155,0.166403162055336,nemR CDS
KP0228_00161,0.166403162055336,soxS 1 CDS
KP0228_00167,0.166403162055336,ydhC CDS
KP0228_00169,0.166403162055336,ribC CDS
KP0228_00170,0.166403162055336,mdtK CDS
KP0228_00171,0.166403162055336,asr CDS
KP0228_00172,0.166403162055336,yvdD CDS
KP0228_00176,0.166403162055336,hypothetical protein CDS
KP0228_00177,0.166403162055336,gcvA 1 CDS
KP0228_00178,0.166403162055336,hypothetical protein CDS
KP0228_00181,0.166403162055336,hypothetical protein CDS
KP0228_00182,0.166403162055336,hypothetical protein CDS
KP0228_00183,0.166403162055336,hypothetical protein CDS
KP0228_00187,0.166403162055336,hypothetical protein CDS
KP0228_00188,0.166403162055336,cmlA CDS
KP0228_00189,0.166403162055336,appA 1 CDS
KP0228_00190,0.166403162055336,gsiC 2 CDS
KP0228_00191,0.166403162055336,gsiD 1 CDS
KP0228_00192,0.166403162055336,ddpD CDS
KP0228_00193,0.166403162055336,oppF 1 CDS
KP0228_00195,0.166403162055336,hypothetical protein CDS
KP0228_00196,0.166403162055336,hypothetical protein CDS
KP0228_00198,0.166403162055336,dmlR 2 CDS
KP0228_00199,0.166403162055336,hypothetical protein CDS
KP0228_00200,0.166403162055336,Isoxanthopterin deaminase CDS
KP0228_00201,0.166403162055336,ribY CDS
KP0228_00203,0.166403162055336,ophA1 1 CDS
KP0228_00207,0.166403162055336,hypothetical protein CDS
KP0228_00208,0.166403162055336,cmpC 1 CDS
KP0228_00210,0.166403162055336,putative FAD-linked oxidoreductase CDS
KP0228_00211,0.166403162055336,hypothetical protein CDS
KP0228_00212,0.166403162055336,hypothetical protein CDS
KP0228_00214,0.166403162055336,cynR 2 CDS
KP0228_00215,0.166403162055336,scoA CDS
KP0228_00217,0.166403162055336,thlA 1 CDS
KP0228_00218,0.166403162055336,hbd 1 CDS
KP0228_00219,0.166403162055336,hypothetical protein CDS
KP0228_00221,0.166403162055336,benM 1 CDS
KP0228_00222,0.166403162055336,alsD CDS
KP0228_00223,0.166403162055336,budB CDS
